"","symbol"
"2642","TMEM222"
"2643","CHDH"
"2644","CLK2"
"2645","PKIB"
"2646","PRDM11"
"2647","MRPL44"
"2648","VPS13D"
"2649","GPR137B"
"2650","LHFPL5"
"2651","NOC2L"
"2652","NNMT"
"2653","SYVN1"
"2654","ZC3H3"
"2655","CNNM1"
"2656","TK2"
"2657","TVP23B"
"2658","SKP2"
"2659","POGLUT1"
"2660","PARP14"
"2661","ARHGEF18"
"2662","SH3RF2"
"2663","PARP1"
"2664","FRY"
"2665","ZNF395"
"2666","SETD3"
"2667","OIP5"
"2668","SNX24"
"2669","TMTC4"
"2670","PPM1L"
"2671","ARHGAP31"
"2672","GTDC1"
"2673","EPRS1"
"2674","EMX1"
"2675","AKIP1"
"2676","TMEM184C"
"2677","LRRN2"
"2678","RAPH1"
"2679","SLC30A9"
"2680","NDEL1"
"2681","KCTD12"
"2682","ZNF432"
"2683","CHMP5"
"2684","LOC100288637"
"2685","PLAUR"
"2686","PSMD4"
"2687","ID1"
"2688","PRKCZ"
"2689","CLDN1"
"2690","UTP20"
"2691","NALCN"
"2692","RUSC1-AS1"
"2693","CACNG4"
"2694","DNA2"
"2695","PDCD6"
"2696","KDM7A-DT"
"2697","PDE6G"
"2698","TMEM184A"
"2699","EOLA2"
"2700","ADCK1"
"2701","EIF2B4"
"2702","MAPKBP1"
"2703","ZNF74"
"2704","CYBRD1"
"2705","TAF1C"
"2706","TGFA"
"2707","SLF1"
"2708","MYLK-AS1"
"2709","COX2"
"2710","DDX56"
"2711","TEX2"
"2712","ELFN2"
"2713","POT1"
"2714","TIAM2"
"2715","APOL1"
"2716","PRKD2"
"2717","DUSP6"
"2718","SMARCB1"
"2719","SHROOM1"
"2720","PC"
"2721","VPS37D"
"2722","USP6NL"
"2723","SLCO4C1"
"2724","STRIP1"
"2725","PDSS2"
"2726","NCKAP5"
"2727","TSC22D1-AS1"
"2728","DCTPP1"
"2729","CCDC78"
"2730","ADPRM"
"2731","DMWD"
"2732","KCP"
"2733","CADPS2"
"2734","PREX1"
"2735","RAET1L"
"2736","LOC103344931"
"2737","JAZF1"
"2738","UBE2J2"
"2739","ANKRD44"
"2740","CCDC174"
"2741","GPR137C"
"2742","DAPK3"
"2743","SLC25A40"
"2744","DDX60"
"2745","TMEM41A"
"2746","PARP8"
"2747","P4HA2"
"2748","OSBPL1A"
"2749","STXBP4"
"2750","PABIR2"
"2751","PFN2"
"2752","DTNB"
"2753","RAB26"
"2754","GRPEL1"
"2755","HCP5"
"2756","ZBTB21"
"2757","ZNF778"
"2758","PLPPR1"
"2759","SEMA4D"
"2760","PJA1"
"2761","SMIM14"
"2762","NPTXR"
"2763","SLC41A3"
"2764","CDC25B"
"2765","ODC1"
"2766","KDM4C"
"2767","RDX"
"2768","RABGAP1L"
"2769","ABCC3"
"2770","BSG"
"2771","GPR87"
"2772","GPR62"
"2773","RAMAC"
"2774","MCUB"
"2775","ZNF286A"
"2776","CDH16"
"2777","RCAN2"
"2778","PERP"
"2779","TCEA1"
"2780","IDS"
"2781","OPA1"
"2782","MGME1"
"2783","ZEB1"
"2784","MTO1"
"2785","GNB5"
"2786","AUH"
"2787","MPZL1"
"2788","TESK1"
"2789","SCRN1"
"2790","KLHL28"
"2791","AKNA"
"2792","AGER"
"2793","BCAS4"
"2794","ARHGAP27"
"2795","GADD45B"
"2796","ALDH1A3"
"2797","CHMP4C"
"2798","ERBB3"
"2799","AGFG2"
"2800","PPP2R5A"
"2801","PPARGC1A"
"2802","ZFYVE9"
"2803","OLFM1"
"2804","ELOB"
"2805","FRMD4B"
"2806","RAB7A"
"2807","MNAT1"
"2808","LDAH"
"2809","RNF182"
"2810","TGS1"
"2811","LRRCC1"
"2812","ZKSCAN2"
"2813","PPAN"
"2814","NUCB1"
"2815","UTP25"
"2816","OSBPL5"
"2817","ASCC1"
"2818","TFE3"
"2819","ZNF678"
"2820","C11orf49"
"2821","FGD6"
"2822","ALPK2"
"2823","SVIL-AS1"
"2824","MAP4K3"
"2825","IBA57"
"2826","RBMS1"
"2827","TRIQK"
"2828","FGFR4"
"2829","BTD"
"2830","ANKRD1"
"2831","KIF20A"
"2832","GRIPAP1"
"2833","PSKH1"
"2834","CTNNBIP1"
"2835","PHTF2"
"2836","ANXA13"
"2837","IRF2BPL"
"2838","SLC25A24"
"2839","KLHDC8B"
"2840","DPH3"
"2841","TRAF3"
"2842","NUP35"
"2843","SOCS6"
"2844","FNIP2"
"2845","RGL3"
"2846","KLHL13"
"2847","GID8"
"2848","FRS3"
"2849","ARHGAP21"
"2850","CHST14"
"2851","MIR4458HG"
"2852","SETD2"
"2853","C21orf91"
"2854","ZNF362"
"2855","TRIM59"
"2856","FBXL7"
"2857","SIRT2"
"2858","EIF2B1"
"2859","FHL1"
"2860","SERPINA6"
"2861","MAF"
"2862","C2CD2L"
"2863","UBE2A"
"2864","MAD2L1"
"2865","ANAPC1"
"2866","KCTD9"
"2867","TEAD4"
"2868","DISC1"
"2869","SYTL1"
"2870","JADE1"
"2871","CDH17"
"2872","NOL8"
"2873","PHC1"
"2874","ZNF438"
"2875","BTBD2"
"2876","EPPK1"
"2877","CDK8"
"2878","MYSM1"
"2879","NSD3"
"2880","HFE"
"2881","THSD1"
"2882","THAP4"
"2883","TOPORS"
"2884","BSDC1"
"2885","SNX6"
"2886","SLC35F3"
"2887","UBE2H"
"2888","MECP2"
"2889","SUSD4"
"2890","ZNF699"
"2891","ANKH"
"2892","TBCC"
"2893","UNG"
"2894","TRIM24"
"2895","CYP2S1"
"2896","EPHX1"
"2897","RFWD3"
"2898","ARHGAP42"
"2899","CXCL16"
"2900","RPH3AL"
"2901","CEP162"
"2902","RPS15P7"
"2903","CDC73"
"2904","TCTN1"
"2905","RPGRIP1L"
"2906","GPATCH3"
"2907","KATNAL1"
"2908","CHPF2"
"2909","PTDSS1"
"2910","SRRM2"
"2911","KATNB1"
"2912","TRAF6"
"2913","CERT1"
"2914","NOL3"
"2915","KIF24"
"2916","RBMS2"
"2917","RPS6KL1"
"2918","LINC00324"
"2919","RFX2"
"2920","SS18L1"
"2921","KIF2C"
"2922","NPHP4"
"2923","SDHAF4"
"2924","NDUFV3"
"2925","CTDSP2"
"2926","RPL32P3"
"2927","CCS"
"2928","PLEKHM1"
"2929","GAB2"
"2930","IMPDH1P10"
"2931","SPAG16"
"2932","SYT6"
"2933","TROAP"
"2934","DAB2"
"2935","IL16"
"2936","MRE11"
"2937","PPA2"
"2938","RBBP8"
"2939","MATN1-AS1"
"2940","GFPT1"
"2941","SPG11"
"2942","OFD1"
"2943","CCDC92"
"2944","KIF15"
"2945","MAP3K4"
"2946","FAM107B"
"2947","ZNF281"
"2948","TMEM167B"
"2949","SLC7A2"
"2950","RFC1"
"2951","DEPP1"
"2952","DTD1"
"2953","RBPJ"
"2954","TRIM13"
"2955","LOC105373289"
"2956","WWTR1-AS1"
"2957","ADGRL1"
"2958","MALT1-AS1"
"2959","SLC25A43"
"2960","PPP1R13B"
"2961","UBR3"
"2962","NIPBL"
"2963","USPL1"
"2964","CMTM8"
"2965","RBMX"
"2966","MED10"
"2967","ZNF442"
"2968","DTX3L"
"2969","ZNF469"
"2970","GIPR"
"2971","ZNF816"
"2972","CTNNBL1"
"2973","MBD2"
"2974","PAQR6"
"2975","ZDHHC2"
"2976","MICU2"
"2977","FCHSD1"
"2978","CCDC77"
"2979","HAUS1"
"2980","REEP1"
"2981","UPB1"
"2982","DPF3"
"2983","SLX4IP"
"2984","PHF14"
"2985","ZBTB41"
"2986","VOPP1"
"2987","CDK1"
"2988","INTS6L"
"2989","NDUFAF2"
"2990","ALDH5A1"
"2991","ADPRS"
"2992","SEC23A"
"2993","SFXN5"
"2994","LYSMD2"
"2995","DPH6"
"2996","MPST"
"2997","SEC63"
"2998","MLLT10"
"2999","BCL6"
"3000","HSPA13"
"3001","PADI3"
"3002","SLC1A4"
"3003","COMMD10"
"3004","SIK3"
"3005","FADS2"
"3006","PEAR1"
"3007","DND1"
"3008","SLC16A13"
"3009","GLDC"
"3010","ATG4D"
"3011","EPS15L1"
"3012","RASL11A"
"3013","S100A13"
"3014","NRXN3"
"3015","OSBPL6"
"3016","CPT2"
"3017","ZNF277"
"3018","BCL2L13"
"3019","USP35"
"3020","TC2N"
"3021","ZNF451"
"3022","ERICH5"
"3023","TIMP2"
"3024","COG5"
"3025","FOXJ3"
"3026","SSR4"
"3027","LHFPL2"
"3028","AIG1"
"3029","ZXDC"
"3030","PRCD"
"3031","PIK3C3"
"3032","FUCA1"
"3033","SLC44A3"
"3034","DIABLO"
"3035","PAPSS1"
"3036","CDKL5"
"3037","COL4A3"
"3038","GSDMB"
"3039","NUP214"
"3040","LINC00910"
"3041","GAREM1"
"3042","TGFBR1"
"3043","STAC"
"3044","S100A2"
"3045","UBE2Q1-AS1"
"3046","ATP6V1FNB"
"3047","TMEM253"
"3048","ZNF10"
"3049","KCMF1"
"3050","GPR176"
"3051","THAP10"
"3052","FOXD2"
"3053","CIDECP1"
"3054","EPS8"
"3055","KLHL23"
"3056","AGO2"
"3057","C1orf52"
"3058","SPA17"
"3059","STAU1"
"3060","TUSC3"
"3061","TMED3"
"3062","TRAM2"
"3063","TDP1"
"3064","RLIM"
"3065","MAP3K1"
"3066","RBM42"
"3067","HUWE1"
"3068","AAK1"
"3069","DZIP3"
"3070","SYNCRIP"
"3071","SCAF1"
"3072","SLC16A12"
"3073","PYCR1"
"3074","PITRM1-AS1"
"3075","NEMP1"
"3076","CCDC9"
"3077","C20orf27"
"3078","ADARB1"
"3079","PEX12"
"3080","LSR"
"3081","DOLK"
"3082","DROSHA"
"3083","BORCS5"
"3084","PKN2"
"3085","DENND5A"
"3086","RNF7"
"3087","ZFYVE28"
"3088","UBE2G1"
"3089","DEPDC1"
"3090","VMP1"
"3091","PDZK1"
"3092","PORCN"
"3093","CUL7"
"3094","TTC23"
"3095","DYRK1A"
"3096","ADAMTSL4"
"3097","SKA3"
"3098","MAL2"
"3099","LSG1"
"3100","BAAT"
"3101","DNAJC13"
"3102","C1orf122"
"3103","PCGF1"
"3104","HOMER1"
"3105","ARHGAP19"
"3106","H6PD"
"3107","LOC651337"
"3108","MARK3"
"3109","CYP3A5"
"3110","ZNF197"
"3111","ATP2C1"
"3112","CDC37L1"
"3113","CERS4"
"3114","NOS1AP"
"3115","H2AC11"
"3116","TBC1D5"
"3117","XRN2"
"3118","JUN"
"3119","RBM20"
"3120","CCDC198"
"3121","PALD1"
"3122","RAP1GAP"
"3123","STYXL1"
"3124","ALG14"
"3125","CDH2"
"3126","PTPRG"
"3127","HSPB1"
"3128","ABCF2"
"3129","GPT2"
"3130","MSH3"
"3131","CEBPA"
"3132","LPAR6"
"3133","SRGAP3"
"3134","RCOR2"
"3135","NAA15"
"3136","PAQR3"
"3137","PAM16"
"3138","XRCC2"
"3139","CDK13"
"3140","EIF3H"
"3141","TBRG4"
"3142","ARAP2"
"3143","DBF4"
"3144","TOP2B"
"3145","ZNF142"
"3146","ADD1"
"3147","SLC17A5"
"3148","NCALD"
"3149","LPAR2"
"3150","IPO7"
"3151","C1orf56"
"3152","ZNF888"
"3153","BCS1L"
"3154","PCDH1"
"3155","SLC26A1"
"3156","ETV1"
"3157","VAMP2"
"3158","IFT88"
"3159","MAPK10"
"3160","MYO1B"
"3161","URI1"
"3162","SLC10A3"
"3163","ZNF236"
"3164","KRTAP5-AS1"
"3165","NUP107"
"3166","PTP4A3"
"3167","ACOT2"
"3168","KIF21B"
"3169","CBX7"
"3170","CNTRL"
"3171","FBXL20"
"3172","CPSF4L"
"3173","IGHMBP2"
"3174","GABPB2"
"3175","ENO2"
"3176","HMGN3"
"3177","XRN1"
"3178","LOC100288175"
"3179","LRPPRC"
"3180","ZNF827"
"3181","NAT1"
"3182","EBF3"
"3183","TXNDC16"
"3184","EGFR-AS1"
"3185","DPY19L4"
"3186","LOC100132215"
"3187","DNAAF1"
"3188","POU5F1"
"3189","SELENOS"
"3190","RAB32"
"3191","ARFGEF1"
"3192","C19orf25"
"3193","NCBP2AS2"
"3194","GLB1L2"
"3195","MTREX"
"3196","ZFYVE1"
"3197","LOC105371824"
"3198","GAL3ST4"
"3199","KIAA0586"
"3200","PPP2R3B"
"3201","VPS50"
"3202","ZNF687"
"3203","VAMP1"
"3204","PSPN"
"3205","RN7SL1"
"3206","ZNF540"
"3207","TOR1AIP2"
"3208","HDGFL2"
"3209","EIF4A1"
"3210","TAB3"
"3211","STARD13"
"3212","NAB2"
"3213","MIR3677HG"
"3214","NREP"
"3215","BIK"
"3216","TSHZ1"
"3217","ABT1"
"3218","FOCAD"
"3219","L2HGDH"
"3220","LINC01128"
"3221","PTER"
"3222","SLC38A1"
"3223","FMN1"
"3224","RFX3"
"3225","PICART1"
"3226","BBS7"
"3227","PCLAF"
"3228","WASHC5"
"3229","MAPKAPK2"
"3230","TRAPPC2L"
"3231","DLG3"
"3232","PLOD2"
"3233","FGF2"
"3234","SERTAD2"
"3235","PTPRE"
"3236","HMBS"
"3237","HMGCR"
"3238","RRBP1"
"3239","LINC00857"
"3240","PKP4-AS1"
"3241","RSRC2"
"3242","C8orf76"
"3243","TDG"
"3244","WASH8P"
"3245","ZNF24"
"3246","COL4A2-AS1"
"3247","PISD"
"3248","MTDH"
"3249","GSN"
"3250","PLPP5"
"3251","ARL5B"
"3252","RAP1GDS1"
"3253","CAPN10-DT"
"3254","SSU72"
"3255","SLC18A2"
"3256","TRPV4"
"3257","STX8"
"3258","MYRF"
"3259","IRF2"
"3260","PPP1R12C"
"3261","KCNF1"
"3262","IFT122"
"3263","CCDC142"
"3264","PYGM"
"3265","SCN2A"
"3266","ITGB3BP"
"3267","BLNK"
"3268","CROT"
"3269","PHLDB1"
"3270","CYGB"
"3271","ARNTL"
"3272","RARA-AS1"
"3273","MTG2"
"3274","SRF"
"3275","CAMKK2"
"3276","NUP88"
"3277","CHCHD6"
"3278","RBM8A"
"3279","TMEM179"
"3280","ELOF1"
"3281","VWA7"
"3282","THUMPD2"
"3283","JPH2"
"3284","APPL1"
"3285","ZNF239"
"3286","ZNF222"
"3287","ZNF672"
"3288","GAS5"
"3289","ZNF263"
"3290","TXNDC11"
"3291","CAMKMT"
"3292","POLR1H"
"3293","LINC01629"
"3294","ACOX3"
"3295","COPS8"
"3296","STXBP6"
"3297","LINC02532"
"3298","PEMT"
"3299","USP12"
"3300","TCF4"
"3301","SMG1P7"
"3302","ABCD3"
"3303","LMF1"
"3304","REEP4"
"3305","SLC22A18"
"3306","AUTS2"
"3307","SHCBP1"
"3308","POLR2K"
"3309","ARID4B"
"3310","VTN"
"3311","TFCP2L1"
"3312","PBK"
"3313","XYLB"
"3314","ANKRD27"
"3315","SCGN"
"3316","MDFIC"
"3317","PSMD7"
"3318","IARS2"
"3319","SNX14"
"3320","LOC100379224"
"3321","IQCK"
"3322","GS1-124K5.4"
"3323","LTB4R2"
"3324","PCF11"
"3325","NSUN5P1"
"3326","RRP8"
"3327","RNF39"
"3328","FAM217B"
"3329","EGLN2"
"3330","TOP1MT"
"3331","ZDHHC20"
"3332","ZKSCAN2-DT"
"3333","NF2"
"3334","MSMO1"
"3335","SIRPA"
"3336","HOXB3"
"3337","CPT1A"
"3338","INPP4A"
"3339","TNPO3"
"3340","CSGALNACT2"
"3341","ZNF7"
"3342","SLC22A23"
"3343","CEACAM19"
"3344","SDC1"
"3345","TMEM62"
"3346","LRWD1"
"3347","MDN1"
"3348","DEPDC5"
"3349","RNF13"
"3350","DDIT4"
"3351","NFE2L3"
"3352","HNF4G"
"3353","RBM19"
"3354","SERPINA5"
"3355","GOLPH3"
"3356","KLF12"
"3357","TUSC1"
"3358","TASP1"
"3359","ANKRD10"
"3360","TENM3"
"3361","RABL3"
"3362","GYG1"
"3363","GGN"
"3364","ALG8"
"3365","RNASEH1"
"3366","LOC102723996"
"3367","PCNT"
"3368","FAM114A1"
"3369","PYCR3"
"3370","ZNF148"
"3371","FLNB-AS1"
"3372","CAMK2N1"
"3373","VWA1"
"3374","ICOSLG"
"3375","ZNF525"
"3376","NSUN5P2"
"3377","RHOU"
"3378","FOXK2"
"3379","NOSTRIN"
"3380","MAFA"
"3381","ERI2"
"3382","ATP6V0A4"
"3383","FAM117A"
"3384","MEGF6"
"3385","CYP27B1"
"3386","CD27-AS1"
"3387","NAA10"
"3388","G2E3"
"3389","DOCK4"
"3390","BBS9"
"3391","NAPEPLD"
"3392","ZNF557"
"3393","AACS"
"3394","TMEM241"
"3395","CASC11"
"3396","BLMH"
"3397","LMNTD2"
"3398","PANX2"
"3399","MAN1B1-DT"
"3400","SERPINB8"
"3401","SKIL"
"3402","TTC17"
"3403","ABCC10"
"3404","NEK11"
"3405","ATP7B"
"3406","TUBG2"
"3407","ADAMTS7"
"3408","SLC2A2"
"3409","SYNE3"
"3410","CDK11A"
"3411","TRMT10C"
"3412","CREM"
"3413","TMEM115"
"3414","CEP170"
"3415","WARS2"
"3416","ITGB8"
"3417","PIF1"
"3418","CBLL1"
"3419","LCMT1"
"3420","TUBE1"
"3421","NBEAL1"
"3422","SCAI"
"3423","SCLT1"
"3424","NOTCH2"
"3425","CLYBL"
"3426","METTL9"
"3427","ARHGDIB"
"3428","HS3ST1"
"3429","HOOK3"
"3430","SYT1"
"3431","FSTL1"
"3432","DNAJA4"
"3433","ZZEF1"
"3434","ALKBH2"
"3435","MYC"
"3436","E4F1"
"3437","STK32C"
"3438","RYR2"
"3439","EXD2"
"3440","IFT57"
"3441","FHOD3"
"3442","LOC100133091"
"3443","SPIN1"
"3444","CIP2A"
"3445","ZNF580"
"3446","PYCR2"
"3447","POLE"
"3448","CNOT1"
"3449","CAMSAP1"
"3450","YJU2B"
"3451","OARD1"
"3452","MMUT"
"3453","CNKSR3"
"3454","E2F6"
"3455","AFF3"
"3456","CENPO"
"3457","WNT3"
"3458","MOB3B"
"3459","RSF1"
"3460","KRI1"
"3461","HMGB2"
"3462","POLR3B"
"3463","ASIC1"
"3464","PDGFA"
"3465","AK3"
"3466","CCDC97"
"3467","PAK2"
"3468","LRCH4"
"3469","KPNA3"
"3470","RABGAP1"
"3471","GRPEL2"
"3472","ATG4C"
"3473","CNBD2"
"3474","TAF4B"
"3475","CLDN15"
"3476","SRRM3"
"3477","MTMR12"
"3478","CYRIB"
"3479","IFIT3"
"3480","CCNJ"
"3481","GATAD2B"
"3482","NCOA7"
"3483","PITPNC1"
"3484","PLEKHA8"
"3485","STX18"
"3486","STXBP1"
"3487","SLC5A9"
"3488","DPP9-AS1"
"3489","RABEP1"
"3490","UTP18"
"3491","GAS7"
"3492","NFIA"
"3493","POC1B"
"3494","NAGLU"
"3495","GPRC5B"
"3496","MAP3K9"
"3497","NCOA3"
"3498","OCLN"
"3499","GSTZ1"
"3500","NCEH1"
"3501","RAB28"
"3502","DLX2"
"3503","SLC66A2"
"3504","EMC6"
"3505","RECK"
"3506","MIR324"
"3507","TTC30A"
"3508","NRAV"
"3509","GSTM4"
"3510","MED28"
"3511","DARS1"
"3512","NKILA"
"3513","RRP9"
"3514","ZNF383"
"3515","ALPK1"
"3516","SUSD5"
"3517","TBC1D19"
"3518","AZI2"
"3519","HK1"
"3520","POM121"
"3521","ZSCAN32"
"3522","THOC6"
"3523","RIC8B"
"3524","LMNTD2-AS1"
"3525","YIPF3"
"3526","RNASEL"
"3527","MDGA1"
"3528","MAP1B"
"3529","CAMK4"
"3530","CCDC90B"
"3531","FAM172A"
"3532","NFRKB"
"3533","APBA3"
"3534","RASSF8"
"3535","ABCC6"
"3536","FIBCD1"
"3537","SLC35D2"
"3538","MAFB"
"3539","CNEP1R1"
"3540","DNAJC25"
"3541","STAT5B"
"3542","SEZ6L2"
"3543","DCHS2"
"3544","UBE3C"
"3545","RCBTB1"
"3546","GATA2"
"3547","EPHB6"
"3548","EIF1"
"3549","ZNRF2"
"3550","DYNC2H1"
"3551","ZZZ3"
"3552","SLC36A1"
"3553","BDH1"
"3554","PSMB6"
"3555","NUP133"
"3556","DEPTOR"
"3557","VMO1"
"3558","RCE1"
"3559","HMGCL"
"3560","IKBKE"
"3561","SFXN2"
"3562","ZNF264"
"3563","KLF13"
"3564","DDX10"
"3565","RPAP2"
"3566","KCNK5"
"3567","KALRN"
"3568","BRCA2"
"3569","SNRPA1-DT"
"3570","LCE1E"
"3571","EDA2R"
"3572","NUDCD3"
"3573","THOC7"
"3574","ZNF181"
"3575","FAM214B"
"3576","CDCP1"
"3577","CAB39"
"3578","RHOBTB3"
"3579","COX6A1"
"3580","ATP2A1"
"3581","BMP6"
"3582","ANKS1A"
"3583","STRADA"
"3584","DIAPH3"
"3585","MTRF1L"
"3586","KCNIP1"
"3587","TLR3"
"3588","SPEF1"
"3589","ORMDL1"
"3590","MIRLET7IHG"
"3591","RERE"
"3592","FHIT"
"3593","UGT8"
"3594","BCDIN3D"
"3595","C11orf80"
"3596","TBC1D2B"
"3597","ROM1"
"3598","FARP2"
"3599","HNRNPA1P49"
"3600","DENND2B"
"3601","SGK2"
"3602","RELL2"
"3603","RHOV"
"3604","PREP"
"3605","TAF4"
"3606","CACTIN"
"3607","AGL"
"3608","HERC2P7"
"3609","DDC"
"3610","YEATS4"
"3611","TCP11L1"
"3612","PRDX4"
"3613","LYSMD3"
"3614","NR4A3"
"3615","CCDC120"
"3616","IQANK1"
"3617","ZNF436-AS1"
"3618","S100A14"
"3619","GPHN"
"3620","PRKCH"
"3621","PLEKHM3"
"3622","RNF2"
"3623","TM9SF2"
"3624","CDK19"
"3625","CLK1"
"3626","POLB"
"3627","RNFT2"
"3628","MUC13"
"3629","DNM3"
"3630","TBCD"
"3631","VCAN-AS1"
"3632","TMEM14B"
"3633","GPR37"
"3634","ZNF584"
"3635","GPN2"
"3636","ZSCAN21"
"3637","RPS6KC1"
"3638","LAG3"
"3639","SERPINF1"
"3640","NCMAP"
"3641","TXNRD1"
"3642","RNF113A"
"3643","ESRP2"
"3644","WASH6P"
"3645","SLC25A42"
"3646","RBM4"
"3647","RHBDD1"
"3648","CRMP1"
"3649","RAD51B"
"3650","CAMK1"
"3651","KAZN"
"3652","BTBD16"
"3653","KSR2"
"3654","CSNK2B"
"3655","GRK6"
"3656","SNRPA"
"3657","GAL3ST3"
"3658","SLC25A1P5"
"3659","SLC39A8"
"3660","RRAS2"
"3661","HIVEP2"
"3662","DHX40"
"3663","FKBP11"
"3664","CLSTN2"
"3665","ULBP3"
"3666","TSPAN10"
"3667","SLC2A6"
"3668","PLK4"
"3669","ASB2"
"3670","NOVA1"
"3671","ERVK3-1"
"3672","GGT6"
"3673","CLSPN"
"3674","ZNF335"
"3675","EEA1"
"3676","HAUS6"
"3677","RALGAPA1"
"3678","TUBB3"
"3679","CSAD"
"3680","APOL6"
"3681","RABL2B"
"3682","C12orf75"
"3683","COL5A1"
"3684","DGKD"
"3685","IPO8"
"3686","PLOD1"
"3687","PRPSAP1"
"3688","SCTR-AS1"
"3689","TNIK"
"3690","ATPAF2"
"3691","MOCS3"
"3692","ZMYM3"
"3693","FIG4"
"3694","OGDHL"
"3695","PTBP3"
"3696","HOGA1"
"3697","SPATC1L"
"3698","SLAIN1"
"3699","IPO9-AS1"
"3700","LRRC8D"
"3701","ZNF202"
"3702","WASH9P"
"3703","PHF21A"
"3704","GUSBP1"
"3705","MEF2C"
"3706","THSD7A"
"3707","CSMD2"
"3708","ARHGAP23"
"3709","CSPP1"
"3710","AMOTL1"
"3711","ADGRA3"
"3712","SHLD2"
"3713","ARL15"
"3714","PGAM2"
"3715","CGRRF1"
"3716","CEBPD"
"3717","MBTD1"
"3718","LZTFL1"
"3719","SPATA13"
"3720","CNOT10"
"3721","STARD4-AS1"
"3722","TMEM134"
"3723","EPHB3"
"3724","C10orf88"
"3725","STXBP3"
"3726","ELOVL7"
"3727","TARBP1"
"3728","INO80"
"3729","MYEOV"
"3730","UBE2K"
"3731","NOL10"
"3732","KIF23-AS1"
"3733","TRAPPC5"
"3734","AGFG1"
"3735","TMEM67"
"3736","EMILIN3"
"3737","SPTY2D1OS"
"3738","ZGRF1"
"3739","INPP5F"
"3740","STK32B"
"3741","SBNO2"
"3742","NUAK1"
"3743","HDGFL3"
"3744","MACROH2A2"
"3745","TENM2"
"3746","CLDN10"
"3747","ACAP2"
"3748","CREB3L4"
"3749","ICAM5"
"3750","WNT4"
"3751","ZNF160"
"3752","DYNLL1"
"3753","RCAN1"
"3754","NPB"
"3755","MED17"
"3756","ZNF18"
"3757","GNA15"
"3758","STOX2"
"3759","FBXO30"
"3760","LMAN2L"
"3761","PDE4D"
"3762","ATG2A"
"3763","MBIP"
"3764","ZNF800"
"3765","SNX13"
"3766","CDK5R1"
"3767","ARHGAP24"
"3768","ATP7A"
"3769","WDR45"
"3770","DGCR6"
"3771","MMD"
"3772","LRRK1"
"3773","NBN"
"3774","PEX14"
"3775","ZSWIM1"
"3776","EEPD1"
"3777","ASTN2"
"3778","INKA2-AS1"
"3779","ST3GAL6"
"3780","PASK"
"3781","LINS1"
"3782","TMEM143"
"3783","CBARP"
"3784","MCMBP"
"3785","CISH"
"3786","RAD54L2"
"3787","POFUT2"
"3788","EDIL3"
"3789","NUDCD1"
"3790","SH3GL3"
"3791","HACE1"
"3792","EIF4A2"
"3793","STK33"
"3794","PPFIBP2"
"3795","EPHB1"
"3796","TOB2"
"3797","SLC41A2"
"3798","ABCB7"
"3799","MED20"
"3800","RNASEH2B"
"3801","COG7"
"3802","DERA"
"3803","TIMM10B"
"3804","KIF3C"
"3805","PMS2P3"
"3806","ALOX12B"
"3807","CAMLG"
"3808","TTC9B"
"3809","CCDC149"
"3810","FAM102B"
"3811","TTLL11"
"3812","SERGEF"
"3813","GREB1"
"3814","TPM3P9"
"3815","SMURF2"
"3816","CPVL"
"3817","SGCE"
"3818","STARD8"
"3819","MSRA"
"3820","MCOLN1"
"3821","WASH7P"
"3822","SOS1"
"3823","ACAD9"
"3824","CPQ"
"3825","SPRED3"
"3826","EXO1"
"3827","ITIH2"
"3828","ALDH6A1"
"3829","MTMR3"
"3830","RPL7AP39"
"3831","NAGA"
"3832","GRIN3B"
"3833","NGEF"
"3834","CACHD1"
"3835","ABCA7"
"3836","SLC9A1"
"3837","PHIP"
"3838","CENPN"
"3839","MST1"
"3840","ZNF517"
"3841","P4HA1"
"3842","SPRYD7"
"3843","NFKBIB"
"3844","DUSP7"
"3845","BTG3"
"3846","CNTD1"
"3847","HUNK"
"3848","IL17RD"
"3849","PDGFRA"
"3850","ATXN7L1"
"3851","FAM71A"
"3852","SMC6"
"3853","TPM2"
"3854","CDC25A"
"3855","GTF2F2"
"3856","NET1"
"3857","SLC19A2"
"3858","SHROOM3"
"3859","RNF115"
"3860","HSD17B2"
"3861","IQGAP3"
"3862","YJEFN3"
"3863","FAM32A"
"3864","P2RX5-TAX1BP3"
"3865","KCND1"
"3866","MLLT1"
"3867","TNK1"
"3868","GPBAR1"
"3869","USP28"
"3870","NVL"
"3871","IFT43"
"3872","TMCC1"
"3873","NEK7"
"3874","FOSB"
"3875","CEP83"
"3876","NOP10"
"3877","ARL4D"
"3878","GDNF"
"3879","PALM2AKAP2"
"3880","SLC9A8"
"3881","LOC100507437"
"3882","RPL36A"
"3883","LEF1"
"3884","TLK2"
"3885","ITCH"
"3886","GRAMD1B"
"3887","KIAA0930"
"3888","JMJD6"
"3889","RAPGEF3"
"3890","SQOR"
"3891","LSM7"
"3892","GJB4"
"3893","SLC8A1"
"3894","MNS1"
"3895","LINC00863"
"3896","MPIG6B"
"3897","CNTLN"
"3898","EHF"
"3899","SPOCK3"
"3900","RSBN1L"
"3901","LRIG3"
"3902","GPR161"
"3903","CTCF"
"3904","TFCP2"
"3905","ZBTB48"
"3906","MCM8"
"3907","ADAM28"
"3908","HK2"
"3909","SASS6"
