"","gene_id","baseMean","logFC","lfcSE","P.Value","adj.P.Val","symbol","entrez"
"2547","ENSG00000100297",1643.25362059656,-1.69156148659309,0.173294852447273,2.41287740112121e-23,2.20740932552406e-22,"MCM5","4174"
"2548","ENSG00000111731",555.76182728746,-1.55120809314788,0.158468459301605,2.46860763899197e-23,2.25755181064713e-22,"C2CD5","9847"
"2549","ENSG00000261360",77.0564187963526,4.32190315768338,0.443728352933199,2.52834017298883e-23,2.31045452395294e-22,"OTULIN-DT","728178"
"2550","ENSG00000218018",304.089433498479,1.79086060264949,0.18398001005645,2.59027659256205e-23,2.36617184304542e-22,"RBM38-AS1","100291105"
"2551","ENSG00000100997",3867.63877888531,-1.11960514838343,0.113467679247745,2.60523264678537e-23,2.37894791986987e-22,"ABHD12","26090"
"2552","ENSG00000187231",396.260230645892,-1.92580071932602,0.198370279008139,2.6408490131186e-23,2.41057326925046e-22,"SESTD1","91404"
"2553","ENSG00000152256",167.793205325298,-2.82586062060606,0.291599982195348,2.65702351397872e-23,2.42443510890462e-22,"PDK1","5163"
"2554","ENSG00000089057",806.737081985294,-1.87768363352824,0.193288922039717,2.6858638547157e-23,2.44983944829349e-22,"SLC23A2","9962"
"2555","ENSG00000008256",732.285310432299,-1.59187030301832,0.162995479905128,2.82517246129491e-23,2.57403435951636e-22,"CYTH3","9265"
"2556","ENSG00000164171",799.323360182065,-1.26043796150747,0.128168142808538,2.83367385182652e-23,2.58082133545299e-22,"ITGA2","3673"
"2557","ENSG00000075188",475.56260856525,-1.41549377685281,0.144433877811454,2.9286024267558e-23,2.6662892249829e-22,"NUP37","79023"
"2558","ENSG00000107566",1218.32838867212,-1.36524588471372,0.139163791874543,2.93502893187917e-23,2.67114859414472e-22,"ERLIN1","10613"
"2559","ENSG00000131773",171.081632277274,-2.3994047234362,0.248461233738461,3.02923309965061e-23,2.75586054284608e-22,"KHDRBS3","10656"
"2560","ENSG00000112699",155.742332686196,-2.76234592766409,0.285624552135414,3.07561624972747e-23,2.79702038402171e-22,"GMDS","2762"
"2561","ENSG00000171943",151.947145584078,-2.60841011106908,0.270044932255503,3.15008913721041e-23,2.86368555479465e-22,"SRGAP2C","653464"
"2562","ENSG00000121211",183.375629586352,-2.8577255974272,0.295499369771109,3.30802296718202e-23,3.00614595465259e-22,"MND1","84057"
"2563","ENSG00000087088",3664.2922707433,1.12875043790593,0.114692545762854,3.31334147992224e-23,3.00986394363159e-22,"BAX","581"
"2564","ENSG00000108839",179.195912010384,2.7035108885523,0.279898001537484,3.33536065548112e-23,3.02874456856666e-22,"ALOX12","239"
"2565","ENSG00000166126",397.899109253219,-1.53218509744101,0.156992361501019,3.42735059102543e-23,3.11112612679796e-22,"AMN","81693"
"2566","ENSG00000166347",444.302056586183,-1.423421057646,0.145509225218943,3.44086828160777e-23,3.12224107817217e-22,"CYB5A","1528"
"2567","ENSG00000065923",406.668960911842,-1.7598000747355,0.181216703743987,3.44659287465831e-23,3.12627897325238e-22,"SLC9A7","84679"
"2568","ENSG00000125772",325.335660814928,1.83936600919816,0.189811731432292,3.63098505816647e-23,3.29231683998703e-22,"GPCPD1","56261"
"2569","ENSG00000188211",476.054369293324,1.43360150227698,0.146709874646205,3.74354795869315e-23,3.39312641474009e-22,"NCR3LG1","374383"
"2570","ENSG00000188215",449.824466089289,1.56257735229732,0.160476626317209,4.01063363438851e-23,3.63386816219604e-22,"DCUN1D3","123879"
"2571","ENSG00000272620",165.538639740132,-2.32772702290657,0.24178620570547,4.07633460708449e-23,3.6906703177542e-22,"AFAP1-AS1","84740"
"2572","ENSG00000089486",1340.34131489303,1.26350648039975,0.12897806370116,4.10518165789466e-23,3.71541662447168e-22,"CDIP1","29965"
"2573","ENSG00000198783",571.846361692824,1.53030060535379,0.157098195802718,4.13189331149377e-23,3.73821273519025e-22,"ZNF830","91603"
"2574","ENSG00000163191",9775.65542098524,1.094570806473,0.111419524764351,4.16898023233346e-23,3.77037530082754e-22,"S100A11","6282"
"2575","ENSG00000197081",3319.33122401486,-1.35200079379989,0.138305880955141,4.25644756513435e-23,3.84664294141673e-22,"IGF2R","3482"
"2576","ENSG00000232112",2269.63524113979,1.29896606503885,0.132751703955637,4.29686769681932e-23,3.88174121546547e-22,"TMA7","51372"
"2577","ENSG00000167962",2519.96939582792,1.06741362543949,0.108665261482082,4.38581857724003e-23,3.96063962606651e-22,"ZNF598","90850"
"2578","ENSG00000105655",1511.31739164091,1.10621506309308,0.112695425662287,4.42710036443653e-23,3.99644794400201e-22,"ISYNA1","51477"
"2579","ENSG00000144278",80.7741134321313,-4.27286496512316,0.441236462083244,4.44160615084842e-23,4.00806747836127e-22,"GALNT13","114805"
"2580","ENSG00000106688",78.7736323629298,-4.31343018354735,0.445715890179336,4.66590299539068e-23,4.20737510176276e-22,"SLC1A1","6505"
"2581","ENSG00000165424",480.014805476929,-1.80030938390312,0.186137325461632,4.67697186836201e-23,4.21580628501709e-22,"ZCCHC24","219654"
"2582","ENSG00000166348",279.472029907131,-1.85529507195598,0.192061458864878,4.76052293203894e-23,4.2895424670874e-22,"USP54","159195"
"2583","ENSG00000248636",228.487531614787,2.00287079780132,0.207846699379716,4.76959496204672e-23,4.29613865714726e-22,"LOC105370027","105370027"
"2584","ENSG00000156853",659.032470446171,1.49132011715027,0.153195327334012,4.77342265294049e-23,4.29800798122876e-22,"ZNF689","115509"
"2585","ENSG00000276547",441.873273405964,-1.5714709361355,0.161734960356054,4.82674582740105e-23,4.34442550123544e-22,"PCDHGB5","56101"
"2586","ENSG00000130038",216.217238081089,-2.45714734590842,0.2558063193994,5.03369117086356e-23,4.52736865961755e-22,"CRACR2A","84766"
"2587","ENSG00000196782",89.393318988324,-3.97095006319472,0.410454150005889,5.12508614191693e-23,4.60619229764736e-22,"MAML3","55534"
"2588","ENSG00000169189",611.037733116124,-1.2953188216014,0.13262462789603,5.17487402676359e-23,4.64923572360551e-22,"NSMCE1","197370"
"2589","ENSG00000175497",77.4766794572701,-4.36638952849988,0.451887027538415,5.3027547921053e-23,4.7623825260332e-22,"DPP10","57628"
"2590","ENSG00000112541",153.939390093961,-2.61855951319598,0.272617370563693,5.3489019914681e-23,4.8020687827503e-22,"PDE10A","10846"
"2591","ENSG00000171346",337.280383631517,1.64878718780591,0.170183213507496,5.39619597583021e-23,4.84275516645399e-22,"KRT15","3866"
"2592","ENSG00000141527",193.302781453354,2.19594022657335,0.228680587802062,5.46768529432385e-23,4.90511767424583e-22,"CARD14","79092"
"2593","ENSG00000141367",11389.3232059344,-1.15789329086115,0.118338134592117,5.55162314025596e-23,4.97859819967305e-22,"CLTC","1213"
"2594","ENSG00000071564",2130.38007268948,-1.15708321848123,0.118318637487968,5.85421357150084e-23,5.24803714430559e-22,"TCF3","6929"
"2595","ENSG00000197016",243.810984532043,1.84415586083109,0.191366654919126,6.08469421631315e-23,5.45066819004794e-22,"ZNF470","388566"
"2596","ENSG00000139117",516.443585675361,-1.51939893932365,0.156597822806336,6.1715974015717e-23,5.52649760746072e-22,"CPNE8","144402"
"2597","ENSG00000143156",421.207761178831,-1.78392778209199,0.184947119321494,6.23909189138302e-23,5.58489805912231e-22,"NME7","29922"
"2598","ENSG00000175920",111.113332020468,3.10285188002851,0.322402790884739,6.24197164249545e-23,5.5854373759754e-22,"DOK7","285489"
"2599","ENSG00000185924",152.487997334544,-2.65600847803019,0.27698342416025,6.38729362241131e-23,5.71338988610074e-22,"RTN4RL1","146760"
"2600","ENSG00000175073",1266.32942607902,1.21077570421939,0.124042219123673,6.40006824028636e-23,5.72272962921996e-22,"VCPIP1","80124"
"2601","ENSG00000168795",485.814006984231,1.32241483212617,0.135797366214646,6.51453473198162e-23,5.82295894210325e-22,"ZBTB5","9925"
"2602","ENSG00000007168",1861.25117226513,-1.52195452288505,0.156970252764261,6.557401981935e-23,5.85914019711912e-22,"PAFAH1B1","5048"
"2603","ENSG00000091409",2665.88354725785,-1.58076236077901,0.163313819462092,6.80358250467475e-23,6.07468030914298e-22,"ITGA6","3655"
"2604","ENSG00000138175",502.148608052243,-1.60524710151358,0.165988419654312,7.01626330016994e-23,6.26229585019171e-22,"ARL3","403"
"2605","ENSG00000138688",250.804125258842,-1.9617232643821,0.204368648538701,7.26247400064019e-23,6.47969078987639e-22,"KIAA1109","84162"
"2606","ENSG00000198677",1264.43247917212,-1.06538961182103,0.109036078350667,7.35724594288455e-23,6.56186077240471e-22,"TTC37","9652"
"2607","ENSG00000174799",187.692956456105,-2.05715800084893,0.214681384329332,7.53445614810067e-23,6.71747022698892e-22,"CEP135","9662"
"2608","ENSG00000133935",851.955523742119,-1.39063877114375,0.143245873795009,7.64548609474895e-23,6.81398391881931e-22,"ERG28","11161"
"2609","ENSG00000078900",115.397222877023,-3.45807183565814,0.359338373183122,7.69453273059523e-23,6.85520538624443e-22,"TP73","7161"
"2610","ENSG00000187546",78.6507127448933,-4.56592128339697,0.474857277661283,7.71300207915371e-23,6.86916492358035e-22,"AGMO","392636"
"2611","ENSG00000148925",1306.61448905418,1.21996567226209,0.12525783164377,7.77097667175771e-23,6.91828474875504e-22,"BTBD10","84280"
"2612","ENSG00000101417",200.782647881276,-2.00105308433601,0.208771984265755,7.88147647293313e-23,7.01411369563247e-22,"PXMP4","11264"
"2613","ENSG00000162078",130.506170483738,2.37762366635432,0.248827904856976,8.13928596384505e-23,7.23829828989223e-22,"ZG16B","124220"
"2614","ENSG00000124120",836.300670121863,1.1900080646415,0.122180334132157,8.18008595466867e-23,7.27194520515254e-22,"TTPAL","79183"
"2615","ENSG00000127452",788.816682035232,1.62913664594924,0.168826730989125,8.1962105792105e-23,7.28100169780137e-22,"FBXL12","54850"
"2616","ENSG00000204634",1076.98597097085,-1.48474967293496,0.153373803628418,8.23356228115184e-23,7.31153447030453e-22,"TBC1D8","11138"
"2617","ENSG00000088179",314.58978202515,-2.39335644439559,0.250561332035529,8.40140723975355e-23,7.45788329241532e-22,"PTPN4","5775"
"2618","ENSG00000197442",82.5405507572137,-5.29885429147532,0.554628203413637,8.45040477866672e-23,7.49866418257448e-22,"MAP3K5","4217"
"2619","ENSG00000138668",2574.92282737011,-1.55294512741598,0.160714035164826,8.48145367934791e-23,7.52349419144182e-22,"HNRNPD","3184"
"2620","ENSG00000164631",1063.129771938,1.30787143771265,0.13469669494677,8.85582290653175e-23,7.85273927796472e-22,"ZNF12","7559"
"2621","ENSG00000233937",383.747050045007,1.81847615479562,0.189555362556436,9.71962659936928e-23,8.61247404634141e-22,"CTC-338M12.4","101928649"
"2622","ENSG00000120738",407.22741596444,2.51007312252538,0.263176429633249,9.83204389634112e-23,8.70893971273234e-22,"EGR1","1958"
"2623","ENSG00000151239",5110.95558011007,1.03953024212542,0.106702623556431,1.01401596220865e-22,8.97861714985257e-22,"TWF1","5756"
"2624","ENSG00000213676",715.205174650339,-1.22493089977976,0.126178982872859,1.05215737257084e-22,9.31297866367557e-22,"ATF6B","1388"
"2625","ENSG00000153179",1628.06141053662,-1.44772913766097,0.149859837784511,1.08216385565217e-22,9.57166710695302e-22,"RASSF3","283349"
"2626","ENSG00000120318",689.037306012436,1.25807956765183,0.129730724562844,1.09546363443526e-22,9.68580986366029e-22,"ARAP3","64411"
"2627","ENSG00000222011",320.387069508702,1.57395980791415,0.163418239998863,1.10060615792016e-22,9.72777197668749e-22,"FAM185A","222234"
"2628","ENSG00000099812",1026.84473071318,1.26598028787406,0.130581713362383,1.10843386047555e-22,9.79342842070739e-22,"MISP","126353"
"2629","ENSG00000152778",584.319138201142,1.29465399883509,0.133716637047565,1.19112306788017e-22,1.05202288389978e-21,"IFIT5","24138"
"2630","ENSG00000174574",3161.46521752071,1.22253209910989,0.126166377636129,1.26102240820359e-22,1.11335840914361e-21,"AKIRIN1","79647"
"2631","ENSG00000178988",1527.85407309841,1.05446123984778,0.108566734487075,1.32885319828689e-22,1.17240224440225e-21,"MRFAP1L1","114932"
"2632","ENSG00000175166",11139.3855364908,1.15645890160177,0.119276830522061,1.33625854253189e-22,1.17851180412369e-21,"PSMD2","5708"
"2633","ENSG00000006327",3412.97281210213,1.1831424201852,0.122090329835904,1.33962854761052e-22,1.18105928782326e-21,"TNFRSF12A","51330"
"2634","ENSG00000005194",1617.86976767364,1.03227107373414,0.106300059733652,1.39502967763696e-22,1.22946075829686e-21,"CIAPIN1","57019"
"2635","ENSG00000057757",705.853194332238,1.3692645579542,0.141885881004745,1.40187420222252e-22,1.23504915797097e-21,"PITHD1","57095"
"2636","ENSG00000197989",307.78396614454,1.64960366795378,0.172032637560845,1.41896256483015e-22,1.2496551105059e-21,"SNHG12","85028"
"2637","ENSG00000187123",95.4499806143171,-3.43086459513203,0.35892760385885,1.42119637200544e-22,1.25117313051606e-21,"LYPD6","130574"
"2638","ENSG00000114054",1064.81382938276,-1.10522916028237,0.113989543878212,1.44798466404393e-22,1.27429924129909e-21,"PCCB","5096"
"2639","ENSG00000198860",656.329744014534,-1.53684333343051,0.159908385232015,1.45650127421025e-22,1.28133453201416e-21,"TSEN15","116461"
"2640","ENSG00000189362",255.354421953016,-1.89226799214794,0.198396915126941,1.46262786677398e-22,1.28626295046129e-21,"NEMP2","100131211"
"2641","ENSG00000097021",643.934039762078,-2.15490264158705,0.22683587561422,1.52089557182553e-22,1.3370252935543e-21,"ACOT7","11332"
"2642","ENSG00000197191",209.116862442185,2.05127760775955,0.215692643577451,1.52332800790844e-22,1.33868384270764e-21,"CYSRT1","375791"
"2643","ENSG00000186501",1014.61956355645,1.50172712229107,0.156226371434436,1.54275488080641e-22,1.35527037827861e-21,"TMEM222","84065"
"2644","ENSG00000016391",1451.47081792346,-1.35460743842761,0.14050590604525,1.58400692267125e-22,1.39051316364917e-21,"CHDH","55349"
"2645","ENSG00000176444",1445.73732371839,1.31127201218599,0.135945497833734,1.64784894472981e-22,1.44603903640029e-21,"CLK2","1196"
"2646","ENSG00000135549",145.832793668528,-2.50880322423654,0.264556836053525,1.66034238997019e-22,1.45648132327607e-21,"PKIB","5570"
"2647","ENSG00000019485",533.896962827145,1.29150770077246,0.13390308048935,1.71927976378962e-22,1.50764300201888e-21,"PRDM11","56981"
"2648","ENSG00000135900",1840.6980877911,1.41821208636103,0.147459015398133,1.74667182135399e-22,1.53111578850426e-21,"MRPL44","65080"
"2649","ENSG00000048707",273.410195923517,-2.08437607332926,0.219632474566086,1.77843107075597e-22,1.55784210258684e-21,"VPS13D","55187"
"2650","ENSG00000077585",375.720643776108,-1.67378681578812,0.175108163088627,1.80950902366738e-22,1.58449938677222e-21,"GPR137B","7107"
"2651","ENSG00000197753",784.860680647708,-1.44589248461109,0.150497306769628,1.82203510364601e-22,1.5948984649224e-21,"LHFPL5","222662"
"2652","ENSG00000188976",2403.09170680219,1.05285426433206,0.108838438932819,1.95173574738895e-22,1.70660330396466e-21,"NOC2L","26155"
"2653","ENSG00000166741",210.39592657576,-2.3841285445513,0.251914244504901,1.95667467543721e-22,1.71031217977365e-21,"NNMT","4837"
"2654","ENSG00000162298",1638.65755599507,1.31870954754466,0.137008369087864,1.98397078630281e-22,1.73355366853042e-21,"SYVN1","84447"
"2655","ENSG00000014164",528.909589222391,-1.3155183678158,0.13671703972306,2.05198212714735e-22,1.79234208093102e-21,"ZC3H3","23144"
"2656","ENSG00000119946",426.034730626933,-2.01475284281246,0.212459601347764,2.0684714421345e-22,1.80545904132501e-21,"CNNM1","26507"
"2657","ENSG00000166548",582.66451253058,-1.45974829212222,0.15225949829038,2.15312686083377e-22,1.87868169746247e-21,"TK2","7084"
"2658","ENSG00000171928",1166.85886809683,1.3028219357302,0.135462604267072,2.19929188304564e-22,1.9182799436508e-21,"TVP23B","51030"
"2659","ENSG00000145604",306.877212881082,-1.70852707086231,0.179273463996346,2.21457542791823e-22,1.93092397869003e-21,"SKP2","6502"
"2660","ENSG00000163389",343.527378925197,1.5349721973757,0.160462246561344,2.25805744618589e-22,1.96813699298512e-21,"POGLUT1","56983"
"2661","ENSG00000173193",1082.06497132961,1.14732016138013,0.119002401986299,2.30895362678852e-22,2.01178350281499e-21,"PARP14","54625"
"2662","ENSG00000104880",405.099641515131,-1.79641156259422,0.18903580031549,2.42338907746962e-22,2.11074090564977e-21,"ARHGEF18","23370"
"2663","ENSG00000156463",217.712055114147,-2.45419252222323,0.25993748294925,2.43973985015821e-22,2.12422787734577e-21,"SH3RF2","153769"
"2664","ENSG00000143799",4133.07618813952,-1.06675699849802,0.110565463039569,2.44849756661855e-22,2.13109651584291e-21,"PARP1","142"
"2665","ENSG00000073910",91.1880560855847,-3.71129121574083,0.390479565471917,2.60505397549999e-22,2.26655405665442e-21,"FRY","10129"
"2666","ENSG00000186918",412.052026771601,-1.84471842389374,0.194586364680135,2.7616626482919e-22,2.40110952763755e-21,"ZNF395","55893"
"2667","ENSG00000183576",1657.21929450337,-1.23477348120398,0.128547341437474,2.80428183594397e-22,2.43730051701622e-21,"SETD3","84193"
"2668","ENSG00000104147",176.137238336593,-2.07935682509126,0.220213995327516,2.82762290224221e-22,2.45671650454462e-21,"OIP5","11339"
"2669","ENSG00000064652",234.939341212281,-1.82749417337613,0.192784069238756,2.86806457717965e-22,2.49097095908234e-21,"SNX24","28966"
"2670","ENSG00000125247",438.968491279389,-1.74350946675276,0.183615890726605,2.88759421296581e-22,2.50704507120044e-21,"TMTC4","84899"
"2671","ENSG00000163590",81.9739781332095,-4.35084642929926,0.458658012075609,2.9206498255429e-22,2.53484707257929e-21,"PPM1L","151742"
"2672","ENSG00000031081",144.874210494899,-2.70756740578955,0.287121889612356,3.03141067702823e-22,2.62911632515811e-21,"ARHGAP31","57514"
"2673","ENSG00000121964",77.2379954423968,-3.90445875845467,0.411465247843643,3.06611996265722e-22,2.65827940346743e-21,"GTDC1","79712"
"2674","ENSG00000136628",3175.9564423314,-1.03056083209249,0.107022543766586,3.10181146015161e-22,2.68827313367981e-21,"EPRS1","2058"
"2675","ENSG00000135638",101.249467012409,3.00834714180011,0.318347372682442,3.10971038195505e-22,2.69416695648928e-21,"EMX1","2016"
"2676","ENSG00000166452",1328.06071327716,1.21097904060053,0.126171982385135,3.15451318704588e-22,2.73201782975545e-21,"AKIP1","56672"
"2677","ENSG00000164168",1822.45331691149,1.0093747286976,0.104812084787289,3.16718285356757e-22,2.74202237378933e-21,"TMEM184C","55751"
"2678","ENSG00000170382",123.851349479893,-2.54137950181501,0.269886146743206,3.16867489989588e-22,2.74234612807855e-21,"LRRN2","10446"
"2679","ENSG00000173166",527.553433470448,-1.52225181184678,0.159682131602142,3.18770115460282e-22,2.75783937280224e-21,"RAPH1","65059"
"2680","ENSG00000014824",1314.11082360928,-1.32508403742241,0.138408989139737,3.22447993407675e-22,2.78867487105432e-21,"SLC30A9","10463"
"2681","ENSG00000166579",888.209165986903,1.63707207018862,0.172275735968811,3.34934034185643e-22,2.8956387227604e-21,"NDEL1","81565"
"2682","ENSG00000178695",438.957396214632,1.66413951343912,0.175271896025751,3.41864426615926e-22,2.95451331628217e-21,"KCTD12","115207"
"2683","ENSG00000256087",202.275750306681,2.07146269798882,0.220007769849872,3.69087283491671e-22,3.1875365500705e-21,"ZNF432","9668"
"2684","ENSG00000086065",1209.86110243387,1.23009956040227,0.128434367822968,3.70762042870453e-22,3.20087315222936e-21,"CHMP5","51510"
"2685","ENSG00000187951",114.629838902472,-2.78977823210818,0.296372958486024,3.76172167611612e-22,3.24643728184729e-21,"LOC100288637","100288637"
"2686","ENSG00000011422",450.938348748459,1.59812480331441,0.168461816057334,4.24161046622565e-22,3.65801617106598e-21,"PLAUR","5329"
"2687","ENSG00000159352",5849.37826139596,1.11903298997369,0.116780533824002,4.27952386177925e-22,3.68941587901089e-21,"PSMD4","5710"
"2688","ENSG00000125968",2250.06245411435,1.01970017204694,0.106276289377239,4.40760541131259e-22,3.79716676934542e-21,"ID1","3397"
"2689","ENSG00000067606",279.932984724421,-1.75435882869517,0.185724038130805,4.53560220226206e-22,3.90469340873575e-21,"PRKCZ","5590"
"2690","ENSG00000163347",5543.60942290738,-1.00374890668463,0.104647402635706,4.64409394906508e-22,3.99528910167377e-21,"CLDN1","9076"
"2691","ENSG00000120800",706.215490356332,-1.80480166175322,0.191323806630221,4.65481988924963e-22,4.00311246225897e-21,"UTP20","27340"
"2692","ENSG00000102452",182.099124151682,-2.08853690026699,0.222479110038136,4.72436273019712e-22,4.06149473128443e-21,"NALCN","259232"
"2693","ENSG00000225855",2859.42086247207,-1.30124360012313,0.136426009141014,4.76104928159103e-22,4.09159971021665e-21,"RUSC1-AS1","284618"
"2694","ENSG00000075461",71.7654421138169,-4.72803485872779,0.502230629418097,4.86206177312809e-22,4.17694532782882e-21,"CACNG4","27092"
"2695","ENSG00000138346",206.980662513167,-1.96877239131419,0.209458066837599,4.89505742291597e-22,4.20381909705392e-21,"DNA2","1763"
"2696","ENSG00000249915",320.407274924153,1.92370600593522,0.204529102023866,4.9382489277288e-22,4.23942707211776e-21,"PDCD6","10016"
"2697","ENSG00000260231",96.5053453811054,2.78713824873026,0.297060489275874,5.02201918490476e-22,4.3098343088929e-21,"KDM7A-DT","100134229"
"2698","ENSG00000185527",92.8421312560178,3.07693183710693,0.327201356114046,5.06154209646724e-22,4.34223305351703e-21,"PDE6G","5148"
"2699","ENSG00000164855",1628.01554027219,1.24802500735872,0.130803213464685,5.10190184591194e-22,4.37532680331057e-21,"TMEM184A","202915"
"2700","ENSG00000197021",593.409637130062,1.63599070562186,0.172984706137903,5.17731466215679e-22,4.43844798038167e-21,"EOLA2","541578"
"2701","ENSG00000063761",70.0831501427175,-4.15034846744726,0.44018022688985,5.31790631744177e-22,4.55579071770501e-21,"ADCK1","57143"
"2702","ENSG00000115211",791.970303932462,1.20194894760765,0.125948768347735,5.43899757708053e-22,4.65790131190832e-21,"EIF2B4","8890"
"2703","ENSG00000137802",703.629470530908,1.64717096675978,0.174389905163174,5.67747331301644e-22,4.85873649505772e-21,"MAPKBP1","23005"
"2704","ENSG00000185252",477.402184577096,1.4404611610136,0.151876612384237,6.0379844559587e-22,5.1654567405406e-21,"ZNF74","7625"
"2705","ENSG00000071967",631.158945765964,-1.30028102979444,0.136683239608852,6.06725810374049e-22,5.18869035949941e-21,"CYBRD1","79901"
"2706","ENSG00000103168",1383.36299275567,1.27331127330922,0.133830965020508,6.30947466533065e-22,5.3901945355822e-21,"TAF1C","9013"
"2707","ENSG00000163235",1562.07974060433,-1.33130569186751,0.14015305913399,6.54692836957102e-22,5.59110418246756e-21,"TGFA","7039"
"2708","ENSG00000133302",224.057949981504,-1.87580259133405,0.199913415672008,6.61107802087206e-22,5.64392309843122e-21,"SLF1","84250"
"2709","ENSG00000239523",133.139754090166,-2.40013180913041,0.257133604027118,6.72328997915048e-22,5.73572637629996e-21,"MYLK-AS1","100506826"
"2710","ENSG00000198712",119870.749217305,1.44428228042088,0.152516963451258,6.90061823714262e-22,5.8849604833935e-21,"COX2","4513"
"2711","ENSG00000136271",2750.61646083821,1.25255419884625,0.131734455321292,6.95605077634831e-22,5.9301723111399e-21,"DDX56","54606"
"2712","ENSG00000136478",618.756169773715,-1.66841964190171,0.177200523096066,7.22479374148123e-22,6.15500229584266e-21,"TEX2","55852"
"2713","ENSG00000166897",555.020874097522,-1.91014092993239,0.203949561783444,7.36260553525071e-22,6.27023006816299e-21,"ELFN2","114794"
"2714","ENSG00000128513",232.657691303395,-2.06068486997455,0.220542814978305,7.37894377983852e-22,6.28196300201664e-21,"POT1","25913"
"2715","ENSG00000146426",128.410826416289,-2.5865503885692,0.277402530740702,7.73380039391363e-22,6.57949782384737e-21,"TIAM2","26230"
"2716","ENSG00000100342",186.243976776192,2.45483547071333,0.263425053006433,7.80142278451553e-22,6.63317099319298e-21,"APOL1","8542"
"2717","ENSG00000105287",987.469966877629,1.131320861244,0.118860256050755,7.80229881981561e-22,6.63317099319298e-21,"PRKD2","25865"
"2718","ENSG00000139318",1870.2906965373,1.27956357738061,0.134843838100462,7.93573907860276e-22,6.74427832227616e-21,"DUSP6","1848"
"2719","ENSG00000099956",1204.84918816818,-1.04747748851167,0.109924906980339,7.99474769018635e-22,6.7920740075234e-21,"SMARCB1","6598"
"2720","ENSG00000164403",372.550243993988,1.44082730496742,0.152391786476639,8.01434713943105e-22,6.80636746152442e-21,"SHROOM1","134549"
"2721","ENSG00000173599",415.417807672761,-1.49451985879666,0.158272452823408,8.03720479285547e-22,6.82341716699086e-21,"PC","5091"
"2722","ENSG00000176428",368.925790236319,1.74804219767883,0.186241057802296,8.14326362033851e-22,6.90988805071383e-21,"VPS37D","155382"
"2723","ENSG00000148429",689.522050474505,-1.4712600957122,0.15574774084094,8.14469211669331e-22,6.90988805071383e-21,"USP6NL","9712"
"2724","ENSG00000173930",84.8044103620117,-5.79904511358034,0.626124481737771,8.21262799033822e-22,6.9651150317782e-21,"SLCO4C1","353189"
"2725","ENSG00000143093",1064.79946896598,1.12928524215938,0.118709957934778,8.22138838647657e-22,6.97013456464261e-21,"STRIP1","85369"
"2726","ENSG00000164494",121.006716899573,-3.48683768608515,0.372020259255414,8.54686667374967e-22,7.24357287170208e-21,"PDSS2","57107"
"2727","ENSG00000176771",118.584648120825,-6.63627482293309,0.725617994125267,8.56712569180904e-22,7.25823460597583e-21,"NCKAP5","344148"
"2728","ENSG00000278156",220.569930346447,-2.17979010086008,0.234017750206856,8.70446420414519e-22,7.37204397565846e-21,"TSC22D1-AS1","641467"
"2729","ENSG00000179958",1902.62258904451,-1.02865260204277,0.108035863249277,8.84251753228684e-22,7.48637996252673e-21,"DCTPP1","79077"
"2730","ENSG00000162004",309.091802232903,1.91142109908271,0.204553945737483,8.99905896091671e-22,7.61628430415474e-21,"CCDC78","124093"
"2731","ENSG00000170222",165.141327042048,2.37275389200683,0.255082290807156,9.12027033321154e-22,7.71620801871954e-21,"ADPRM","56985"
"2732","ENSG00000185800",907.787354733058,1.2581746124085,0.132871562726258,1.00138290668071e-21,8.46928225936477e-21,"DMWD","1762"
"2733","ENSG00000135253",536.701641129223,1.34457538386118,0.14230974749629,1.03661451540227e-21,8.76423447751513e-21,"KCP","375616"
"2734","ENSG00000081803",74.3705842456543,-4.66459418899839,0.499573827012769,1.04091816516284e-21,8.79758781424842e-21,"CADPS2","93664"
"2735","ENSG00000124126",67.1704965862459,-4.54097764851787,0.486187458191648,1.07882824506202e-21,9.11171500228518e-21,"PREX1","57580"
"2736","ENSG00000155918",65.5272238133466,4.67040819899961,0.500424192471172,1.07987956410451e-21,9.11745475689892e-21,"RAET1L","154064"
"2737","ENSG00000260917",78.2950814383677,-5.52092436957252,0.596063629838621,1.0866556855769e-21,9.17150860294033e-21,"LOC103344931","103344931"
"2738","ENSG00000153814",128.567899230821,-2.51677134931332,0.271147971422545,1.12084876629599e-21,9.45684819089845e-21,"JAZF1","221895"
"2739","ENSG00000160087",933.021818431766,1.19696916694598,0.126421397768565,1.12848073355181e-21,9.51796662717514e-21,"UBE2J2","118424"
"2740","ENSG00000065413",71.9580034673914,-4.84451284509195,0.520021052052191,1.14086466955949e-21,9.61910888631338e-21,"ANKRD44","91526"
"2741","ENSG00000154781",493.055411746259,1.35156322132992,0.14326341030145,1.16987458977751e-21,9.86031411115913e-21,"CCDC174","51244"
"2742","ENSG00000180998",116.531631805835,-3.10186991093337,0.333036878013228,1.20176855993103e-21,1.01256535449772e-20,"GPR137C","283554"
"2743","ENSG00000167657",1798.19857869053,1.17347717302415,0.124003949854242,1.23104502804433e-21,1.03652047383602e-20,"DAPK3","1613"
"2744","ENSG00000075303",386.951943126239,-1.62571151727635,0.173560644489665,1.25324501367824e-21,1.05485039294736e-20,"SLC25A40","55972"
"2745","ENSG00000137628",115.884114840198,-3.19333600954794,0.342912671672595,1.29512672478492e-21,1.08972806788336e-20,"DDX60","55601"
